MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
MatNr2,2501,PrMod2,TSys54,AB-2CD-8,23.12.2023,09:58:35,OK,OK,00:02:35,00:02:35,0.0
MatNr2,2502,PrMod4,TSys27,AB-2CD-6,23.12.2023,10:21:34,OK,OK,00:02:02,00:02:02,0.0
MatNr1,2503,PrMod2,TSys54,AB-2CD-7,23.12.2023,10:44:17,OK,OK,00:01:31,00:01:31,0.0
MatNr3,2504,PrMod4,TSys32,AB-2CD-1,23.12.2023,11:05:22,OK,OK,00:01:41,00:01:41,0.0
MatNr3,2505,PrMod3,TSys54,AB-1CD-5,23.12.2023,11:29:06,OK,OK,00:02:14,00:02:14,0.0
MatNr3,2506,PrMod4,TSys54,AB-3CD-3,23.12.2023,11:50:24,OK,OK,00:02:17,00:02:17,0.0
MatNr3,2507,PrMod1,TSys27,AB-3CD-0,23.12.2023,12:13:59,angel_to_wide,Tolerance_violence,00:01:51,00:01:51,0.0
MatNr1,2508,PrMod1,TSys27,AB-3CD-6,23.12.2023,12:34:08,System_issue,System_error,00:01:04,00:01:04,0.0
MatNr3,2509,PrMod3,TSys27,AB-3CD-9,23.12.2023,12:54:36,OK,OK,00:01:24,00:01:24,0.0
MatNr2,2510,PrMod4,TSys54,AB-3CD-4,23.12.2023,13:16:05,OK,OK,00:02:21,00:02:21,0.0
MatNr1,2511,PrMod1,TSys27,AB-1CD-4,23.12.2023,13:40:29,OK,OK,00:02:15,00:02:15,0.0
MatNr2,2512,PrMod3,TSys54,AB-1CD-9,23.12.2023,14:03:44,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2513,PrMod3,TSys54,AB-1CD-9,23.12.2023,14:30:18,System_issue,System_error,00:01:31,00:01:31,0.0
MatNr2,2514,PrMod2,TSys27,AB-2CD-7,23.12.2023,14:51:57,Angel_to_low,Tolerance_violence,00:02:32,00:02:32,0.0
MatNr3,2515,PrMod4,TSys32,AB-1CD-4,23.12.2023,15:22:23,System_issue,System_error,00:02:23,00:02:23,0.0
MatNr2,2516,PrMod2,TSys32,AB-1CD-9,23.12.2023,15:45:23,OK,OK,00:01:42,00:01:42,0.0
MatNr1,2517,PrMod2,TSys32,AB-2CD-6,23.12.2023,16:08:54,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2518,PrMod1,TSys54,AB-1CD-5,23.12.2023,16:32:06,OK,OK,00:01:15,00:01:15,-0.0
MatNr2,2519,PrMod3,TSys32,AB-2CD-5,23.12.2023,16:57:27,OK,OK,00:02:16,00:02:16,0.0
MatNr2,2520,PrMod2,TSys27,AB-2CD-0,23.12.2023,17:22:46,OK,OK,00:02:18,00:02:18,0.0
MatNr1,2521,PrMod2,TSys54,AB-2CD-2,23.12.2023,17:48:49,OK,OK,00:02:13,00:02:13,0.0
MatNr1,2522,PrMod3,TSys32,AB-1CD-9,23.12.2023,18:09:46,OK,OK,00:02:15,00:02:15,0.0
MatNr3,2523,PrMod4,TSys32,AB-2CD-2,23.12.2023,18:31:11,OK,OK,00:01:56,00:01:56,0.0
MatNr2,2524,PrMod2,TSys32,AB-1CD-1,23.12.2023,18:55:24,OK,OK,00:02:13,00:02:13,0.0
MatNr2,2525,PrMod3,TSys32,AB-2CD-6,23.12.2023,19:19:53,OK,OK,00:02:23,00:02:23,0.0
MatNr1,2526,PrMod1,TSys27,AB-1CD-6,23.12.2023,19:41:42,OK,OK,00:02:06,00:02:06,0.0
MatNr3,2527,PrMod4,TSys27,AB-3CD-9,23.12.2023,20:05:38,OK,OK,00:02:50,00:02:50,0.0
MatNr1,2528,PrMod2,TSys32,AB-3CD-5,23.12.2023,20:28:54,System_issue,System_error,00:02:13,00:02:13,0.0
MatNr3,2529,PrMod4,TSys32,AB-3CD-5,23.12.2023,20:54:00,OK,OK,00:01:43,00:01:43,0.0
MatNr2,2530,PrMod2,TSys27,AB-2CD-4,23.12.2023,21:17:54,OK,OK,00:01:53,00:01:53,0.0
MatNr2,2531,PrMod2,TSys32,AB-2CD-4,23.12.2023,21:40:33,OK,OK,00:02:03,00:02:03,0.0
MatNr1,2532,PrMod2,TSys32,AB-3CD-7,23.12.2023,22:02:12,OK,OK,00:02:25,00:02:25,0.0
MatNr1,2533,PrMod1,TSys27,AB-3CD-8,23.12.2023,22:26:04,OK,OK,00:01:57,00:01:57,0.0
MatNr3,2534,PrMod2,TSys54,AB-2CD-3,23.12.2023,22:51:17,OK,OK,00:02:29,00:02:29,0.0
MatNr3,2535,PrMod1,TSys32,AB-1CD-3,23.12.2023,23:15:39,angel_to_wide,Tolerance_violence,00:01:58,00:01:58,0.0
MatNr3,2536,PrMod4,TSys54,AB-2CD-9,23.12.2023,23:40:43,OK,OK,00:01:43,00:01:43,0.0
MatNr2,2537,PrMod1,TSys54,AB-1CD-4,24.12.2023,00:03:13,OK,OK,00:02:35,00:02:35,0.0
MatNr1,2538,PrMod4,TSys32,AB-1CD-5,24.12.2023,00:25:45,OK,OK,00:01:50,00:01:50,0.0
MatNr3,2539,PrMod4,TSys27,AB-2CD-3,24.12.2023,00:48:29,OK,OK,00:01:32,00:01:32,0.0
MatNr3,2540,PrMod3,TSys54,AB-3CD-0,24.12.2023,01:08:36,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2541,PrMod4,TSys54,AB-3CD-2,24.12.2023,01:31:06,OK,OK,00:01:31,00:01:31,0.0
MatNr1,2542,PrMod1,TSys32,AB-2CD-2,24.12.2023,01:56:10,Angel_to_low,Tolerance_violence,00:02:04,00:02:04,0.0
MatNr3,2543,PrMod1,TSys27,AB-3CD-0,24.12.2023,02:20:01,OK,OK,00:02:02,00:02:02,0.0
MatNr2,2544,PrMod1,TSys27,AB-2CD-9,24.12.2023,02:46:47,OK,OK,00:02:24,00:02:24,0.0
MatNr2,2545,PrMod3,TSys27,AB-2CD-4,24.12.2023,03:14:51,System_issue,System_error,00:02:03,00:02:03,0.0
MatNr1,2546,PrMod4,TSys27,AB-3CD-8,24.12.2023,03:38:23,OK,OK,00:02:13,00:02:13,0.0
MatNr2,2547,PrMod4,TSys54,AB-2CD-6,24.12.2023,04:02:16,OK,OK,00:02:19,00:02:19,0.0
MatNr1,2548,PrMod2,TSys54,AB-2CD-0,24.12.2023,04:28:09,OK,OK,00:02:08,00:02:08,0.0
MatNr2,2549,PrMod3,TSys54,AB-2CD-3,24.12.2023,04:53:07,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2550,PrMod2,TSys32,AB-3CD-7,24.12.2023,05:15:15,OK,OK,00:02:23,00:02:23,0.0
MatNr2,2551,PrMod3,TSys27,AB-2CD-4,24.12.2023,05:36:52,OK,OK,00:02:19,00:02:19,0.0
MatNr2,2552,PrMod3,TSys32,AB-1CD-6,24.12.2023,06:01:35,OK,OK,00:01:57,00:01:57,0.0
MatNr3,2553,PrMod1,TSys54,AB-2CD-2,24.12.2023,06:22:16,System_issue,System_error,00:02:05,00:02:05,0.0
MatNr2,2554,PrMod2,TSys32,AB-3CD-8,24.12.2023,06:45:09,OK,OK,00:01:59,00:01:59,0.0
MatNr2,2555,PrMod3,TSys54,AB-3CD-5,24.12.2023,07:10:42,OK,OK,00:01:33,00:01:33,0.0
MatNr3,2556,PrMod2,TSys27,AB-1CD-9,24.12.2023,07:34:21,OK,OK,00:02:25,00:02:25,0.0
MatNr1,2557,PrMod4,TSys32,AB-1CD-4,24.12.2023,07:57:20,OK,OK,00:01:45,00:01:45,0.0
MatNr1,2558,PrMod2,TSys32,AB-1CD-3,24.12.2023,08:22:33,OK,OK,00:02:14,00:02:14,0.0
MatNr3,2559,PrMod4,TSys54,AB-2CD-8,24.12.2023,08:42:38,OK,OK,00:01:19,00:01:19,0.0
MatNr1,2560,PrMod1,TSys27,AB-2CD-7,24.12.2023,09:03:41,System_issue,System_error,00:02:19,00:02:19,0.0
MatNr3,2561,PrMod4,TSys32,AB-2CD-6,24.12.2023,09:27:27,OK,OK,00:01:30,00:01:30,0.0
MatNr1,2562,PrMod2,TSys54,AB-2CD-5,24.12.2023,09:51:27,OK,OK,00:02:01,00:02:01,0.0
MatNr3,2563,PrMod4,TSys32,AB-1CD-7,24.12.2023,10:15:21,Angel_to_low,Tolerance_violence,00:01:38,00:01:38,0.0
MatNr2,2564,PrMod2,TSys54,AB-3CD-1,24.12.2023,10:37:00,OK,OK,00:02:00,00:02:00,0.0
MatNr2,2565,PrMod3,TSys54,AB-3CD-4,24.12.2023,11:03:35,OK,OK,00:02:18,00:02:18,0.0
MatNr2,2566,PrMod1,TSys54,AB-1CD-4,24.12.2023,11:30:30,OK,OK,00:02:03,00:02:03,0.0
MatNr3,2567,PrMod3,TSys54,AB-1CD-5,24.12.2023,11:56:20,System_issue,System_error,00:02:16,00:02:16,0.0
MatNr3,2568,PrMod1,TSys32,AB-1CD-0,24.12.2023,12:20:16,OK,OK,00:02:31,00:02:31,0.0
MatNr3,2569,PrMod1,TSys54,AB-1CD-4,24.12.2023,12:46:02,OK,OK,00:01:32,00:01:32,0.0
MatNr2,2570,PrMod4,TSys32,AB-3CD-3,24.12.2023,13:09:32,OK,OK,00:01:40,00:01:40,0.0
MatNr3,2571,PrMod4,TSys54,AB-1CD-2,24.12.2023,13:32:07,System_issue,System_error,00:02:05,00:02:05,0.0
MatNr2,2572,PrMod4,TSys32,AB-3CD-1,24.12.2023,13:56:18,System_issue,System_error,00:02:03,00:02:03,0.0
MatNr1,2573,PrMod4,TSys27,AB-3CD-9,24.12.2023,14:18:04,OK,OK,00:01:21,00:01:21,0.0
MatNr3,2574,PrMod1,TSys32,AB-1CD-3,24.12.2023,14:40:48,OK,OK,00:01:55,00:01:55,0.0
MatNr2,2575,PrMod3,TSys54,AB-1CD-3,24.12.2023,15:03:16,OK,OK,00:02:13,00:02:13,0.0
MatNr3,2576,PrMod1,TSys54,AB-2CD-3,24.12.2023,15:25:41,System_issue,System_error,00:01:39,00:01:39,0.0
MatNr3,2576,PrMod1,TSys54,AB-2CD-3,24.12.2023,15:31:29,System_issue,System_error,00:02:45,00:02:45,0.0
MatNr1,2577,PrMod4,TSys27,AB-1CD-7,24.12.2023,15:57:52,OK,OK,00:02:23,00:02:23,0.0
MatNr3,2578,PrMod1,TSys54,AB-1CD-9,24.12.2023,16:22:35,OK,OK,00:02:09,00:02:09,0.0
MatNr2,2579,PrMod3,TSys32,AB-1CD-1,24.12.2023,16:52:41,Angel_to_low,Tolerance_violence,00:02:53,00:02:53,0.0
MatNr2,2580,PrMod4,TSys54,AB-3CD-9,24.12.2023,17:13:59,OK,OK,00:02:19,00:02:19,0.0
MatNr2,2581,PrMod1,TSys54,AB-1CD-7,24.12.2023,17:35:59,OK,OK,00:02:09,00:02:09,0.0
MatNr2,2582,PrMod4,TSys54,AB-3CD-1,24.12.2023,18:00:58,OK,OK,00:01:31,00:01:31,0.0
MatNr2,2583,PrMod4,TSys54,AB-2CD-3,24.12.2023,18:24:14,OK,OK,00:01:36,00:01:36,0.0
MatNr2,2584,PrMod4,TSys32,AB-2CD-6,24.12.2023,18:44:29,OK,OK,00:01:54,00:01:54,0.0
MatNr2,2585,PrMod4,TSys27,AB-1CD-5,24.12.2023,19:04:13,OK,OK,00:03:07,00:03:07,0.0
MatNr3,2586,PrMod2,TSys27,AB-3CD-1,24.12.2023,19:28:04,OK,OK,00:02:22,00:02:22,0.0
MatNr2,2587,PrMod2,TSys32,AB-3CD-0,24.12.2023,19:53:24,OK,OK,00:02:27,00:02:27,0.0
MatNr1,2588,PrMod4,TSys54,AB-2CD-0,24.12.2023,20:15:34,OK,OK,00:02:05,00:02:05,0.0
MatNr1,2589,PrMod3,TSys54,AB-2CD-4,24.12.2023,20:36:26,OK,OK,00:02:02,00:02:02,-0.0
MatNr3,2590,PrMod2,TSys54,AB-2CD-2,24.12.2023,21:00:36,System_issue,System_error,00:01:54,00:01:54,0.0
MatNr3,2591,PrMod4,TSys32,AB-3CD-2,24.12.2023,21:23:32,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2592,PrMod3,TSys27,AB-1CD-8,24.12.2023,21:49:02,OK,OK,00:02:09,00:02:09,0.0
MatNr3,2593,PrMod2,TSys27,AB-2CD-7,24.12.2023,22:10:46,OK,OK,00:01:56,00:01:56,0.0
MatNr3,2594,PrMod4,TSys27,AB-2CD-4,24.12.2023,22:36:52,System_issue,System_error,00:02:25,00:02:25,0.0
MatNr2,2595,PrMod1,TSys27,AB-2CD-5,24.12.2023,23:01:16,OK,OK,00:01:27,00:01:27,0.0
MatNr2,2596,PrMod1,TSys27,AB-3CD-5,24.12.2023,23:23:01,OK,OK,00:01:58,00:01:58,0.0
MatNr2,2597,PrMod1,TSys27,AB-3CD-4,24.12.2023,23:45:41,OK,OK,00:02:09,00:02:09,0.0
MatNr1,2598,PrMod4,TSys54,AB-1CD-9,25.12.2023,00:06:17,OK,OK,00:01:46,00:01:46,0.0
MatNr2,2599,PrMod1,TSys27,AB-3CD-0,25.12.2023,00:29:24,System_issue,System_error,00:01:38,00:01:38,0.0
MatNr2,2600,PrMod2,TSys32,AB-2CD-6,25.12.2023,00:50:32,OK,OK,00:01:16,00:01:16,0.0
MatNr2,2601,PrMod2,TSys32,AB-3CD-9,25.12.2023,01:14:41,OK,OK,00:01:46,00:01:46,0.0
MatNr1,2602,PrMod3,TSys27,AB-3CD-4,25.12.2023,01:35:49,OK,OK,00:02:01,00:02:01,0.0
MatNr1,2603,PrMod3,TSys27,AB-1CD-5,25.12.2023,01:57:40,angel_to_wide,Tolerance_violence,00:02:02,00:02:02,0.0
MatNr2,2604,PrMod4,TSys54,AB-3CD-6,25.12.2023,02:18:13,OK,OK,00:01:44,00:01:44,0.0
MatNr3,2605,PrMod3,TSys32,AB-2CD-5,25.12.2023,02:39:07,OK,OK,00:02:16,00:02:16,0.0
MatNr3,2606,PrMod4,TSys27,AB-3CD-0,25.12.2023,03:03:04,OK,OK,00:02:29,00:02:29,0.0
MatNr2,2607,PrMod3,TSys32,AB-1CD-7,25.12.2023,03:26:20,OK,OK,00:02:21,00:02:21,0.0
MatNr1,2608,PrMod4,TSys32,AB-1CD-7,25.12.2023,03:50:10,OK,OK,00:01:56,00:01:56,0.0
MatNr1,2609,PrMod1,TSys27,AB-3CD-0,25.12.2023,04:12:51,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2610,PrMod3,TSys32,AB-3CD-5,25.12.2023,04:37:56,OK,OK,00:02:21,00:02:21,0.0
MatNr2,2611,PrMod3,TSys27,AB-3CD-3,25.12.2023,05:00:31,OK,OK,00:01:39,00:01:39,0.0
MatNr2,2612,PrMod4,TSys32,AB-1CD-9,25.12.2023,05:24:02,System_issue,System_error,00:02:17,00:02:17,0.0
MatNr3,2613,PrMod4,TSys54,AB-3CD-1,25.12.2023,05:53:32,angel_to_wide,Tolerance_violence,00:01:26,00:01:26,0.0
MatNr3,2614,PrMod1,TSys54,AB-1CD-7,25.12.2023,06:17:21,Angel_to_low,Tolerance_violence,00:01:51,00:01:51,0.0
MatNr2,2615,PrMod1,TSys27,AB-3CD-5,25.12.2023,06:41:10,OK,OK,00:02:03,00:02:03,0.0
MatNr1,2616,PrMod1,TSys54,AB-1CD-1,25.12.2023,07:04:16,OK,OK,00:01:48,00:01:48,0.0
MatNr3,2617,PrMod1,TSys27,AB-2CD-9,25.12.2023,07:26:25,OK,OK,00:01:59,00:01:59,0.0
MatNr1,2618,PrMod3,TSys32,AB-1CD-6,25.12.2023,07:51:02,OK,OK,00:02:32,00:02:32,0.0
MatNr2,2619,PrMod2,TSys32,AB-3CD-0,25.12.2023,08:16:25,OK,OK,00:01:57,00:01:57,0.0
MatNr3,2620,PrMod1,TSys54,AB-1CD-7,25.12.2023,08:41:47,OK,OK,00:02:34,00:02:34,0.0
MatNr1,2621,PrMod4,TSys54,AB-1CD-6,25.12.2023,09:04:47,OK,OK,00:01:58,00:01:58,0.0
MatNr1,2622,PrMod4,TSys27,AB-2CD-7,25.12.2023,09:26:33,System_issue,System_error,00:01:30,00:01:30,0.0
MatNr2,2623,PrMod3,TSys54,AB-2CD-2,25.12.2023,09:50:21,angel_to_wide,Tolerance_violence,00:01:30,00:01:30,0.0
MatNr3,2624,PrMod1,TSys27,AB-1CD-7,25.12.2023,10:12:01,OK,OK,00:02:07,00:02:07,0.0
MatNr3,2625,PrMod3,TSys54,AB-1CD-7,25.12.2023,10:41:00,System_issue,System_error,00:01:51,00:01:51,0.0
MatNr2,2626,PrMod1,TSys27,AB-2CD-6,25.12.2023,11:03:17,System_issue,System_error,00:01:33,00:01:33,0.0
MatNr2,2626,PrMod1,TSys27,AB-2CD-6,25.12.2023,11:07:18,System_issue,System_error,00:02:02,00:02:02,0.0
MatNr2,2627,PrMod3,TSys27,AB-2CD-9,25.12.2023,11:32:22,OK,OK,00:01:47,00:01:47,0.0
MatNr1,2628,PrMod3,TSys54,AB-2CD-7,25.12.2023,11:58:49,Angel_to_low,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr3,2629,PrMod2,TSys32,AB-2CD-9,25.12.2023,12:20:19,OK,OK,00:01:45,00:01:45,0.0
MatNr2,2630,PrMod2,TSys32,AB-2CD-7,25.12.2023,12:45:19,System_issue,System_error,00:01:46,00:01:46,0.0
MatNr1,2631,PrMod4,TSys54,AB-1CD-6,25.12.2023,13:09:03,angel_to_wide,Tolerance_violence,00:01:57,00:01:57,0.0
MatNr1,2632,PrMod2,TSys54,AB-2CD-3,25.12.2023,13:35:04,OK,OK,00:02:12,00:02:12,-0.0
MatNr2,2633,PrMod2,TSys32,AB-1CD-5,25.12.2023,13:58:05,OK,OK,00:02:02,00:02:02,0.0
MatNr1,2634,PrMod4,TSys27,AB-3CD-9,25.12.2023,14:23:19,OK,OK,00:02:24,00:02:24,0.0
MatNr3,2635,PrMod4,TSys27,AB-2CD-8,25.12.2023,14:47:40,OK,OK,00:01:35,00:01:35,0.0
MatNr3,2636,PrMod1,TSys54,AB-2CD-1,25.12.2023,15:09:05,angel_to_wide,Tolerance_violence,00:01:30,00:01:30,0.0
MatNr2,2637,PrMod4,TSys54,AB-2CD-2,25.12.2023,15:30:25,System_issue,System_error,00:01:24,00:01:24,0.0
MatNr1,2638,PrMod1,TSys32,AB-1CD-3,25.12.2023,15:53:03,OK,OK,00:02:12,00:02:12,0.0
MatNr3,2639,PrMod1,TSys32,AB-1CD-5,25.12.2023,16:17:39,Angel_to_low,Tolerance_violence,00:01:47,00:01:47,0.0
MatNr2,2640,PrMod4,TSys32,AB-2CD-3,25.12.2023,16:38:51,OK,OK,00:02:00,00:02:00,0.0
MatNr1,2641,PrMod3,TSys27,AB-2CD-5,25.12.2023,17:03:00,OK,OK,00:02:38,00:02:38,-0.0
MatNr2,2642,PrMod2,TSys32,AB-2CD-8,25.12.2023,17:29:03,OK,OK,00:01:58,00:01:58,0.0
MatNr2,2643,PrMod2,TSys32,AB-2CD-5,25.12.2023,17:52:38,OK,OK,00:02:08,00:02:08,0.0
MatNr1,2644,PrMod3,TSys27,AB-3CD-2,25.12.2023,18:17:53,System_issue,System_error,00:01:46,00:01:46,0.0
MatNr1,2645,PrMod3,TSys32,AB-3CD-8,25.12.2023,18:41:50,OK,OK,00:02:19,00:02:19,0.0
MatNr1,2646,PrMod4,TSys32,AB-2CD-5,25.12.2023,19:04:26,OK,OK,00:02:15,00:02:15,0.0
MatNr3,2647,PrMod3,TSys27,AB-2CD-6,25.12.2023,19:28:39,angel_to_wide,Tolerance_violence,00:01:50,00:01:50,0.0
MatNr1,2648,PrMod3,TSys32,AB-2CD-1,25.12.2023,19:51:23,OK,OK,00:01:30,00:01:30,0.0
MatNr3,2649,PrMod3,TSys32,AB-2CD-6,25.12.2023,20:15:57,OK,OK,00:01:33,00:01:33,0.0
MatNr1,2650,PrMod1,TSys27,AB-1CD-5,25.12.2023,20:43:53,System_issue,System_error,00:01:18,00:01:18,0.0
MatNr3,2651,PrMod3,TSys54,AB-1CD-7,25.12.2023,21:07:33,OK,OK,00:02:36,00:02:36,0.0
MatNr3,2652,PrMod3,TSys27,AB-3CD-8,25.12.2023,21:32:04,OK,OK,00:01:40,00:01:40,0.0
MatNr1,2653,PrMod4,TSys32,AB-1CD-2,25.12.2023,21:54:13,OK,OK,00:01:55,00:01:55,0.0
MatNr3,2654,PrMod2,TSys54,AB-2CD-0,25.12.2023,22:18:11,OK,OK,00:01:47,00:01:47,0.0
MatNr2,2655,PrMod3,TSys27,AB-3CD-8,25.12.2023,22:40:56,OK,OK,00:02:16,00:02:16,0.0
MatNr1,2656,PrMod1,TSys54,AB-1CD-4,25.12.2023,23:07:35,OK,OK,00:01:50,00:01:50,0.0
MatNr1,2657,PrMod3,TSys32,AB-3CD-9,25.12.2023,23:31:57,OK,OK,00:02:04,00:02:04,0.0
MatNr2,2658,PrMod1,TSys27,AB-3CD-8,25.12.2023,23:54:49,Angel_to_low,Tolerance_violence,00:01:59,00:01:59,0.0
MatNr3,2659,PrMod3,TSys54,AB-2CD-8,26.12.2023,00:21:21,OK,OK,00:01:40,00:01:40,0.0
MatNr1,2660,PrMod2,TSys54,AB-3CD-5,26.12.2023,00:43:17,OK,OK,00:02:55,00:02:55,0.0
MatNr3,2661,PrMod2,TSys32,AB-2CD-7,26.12.2023,01:06:25,OK,OK,00:01:48,00:01:48,0.0
MatNr3,2662,PrMod2,TSys27,AB-3CD-1,26.12.2023,01:28:48,OK,OK,00:02:01,00:02:01,0.0
MatNr2,2663,PrMod4,TSys54,AB-2CD-4,26.12.2023,01:49:49,OK,OK,00:02:21,00:02:21,0.0
MatNr3,2664,PrMod2,TSys32,AB-1CD-7,26.12.2023,02:12:53,OK,OK,00:01:38,00:01:38,0.0
MatNr3,2665,PrMod3,TSys32,AB-1CD-6,26.12.2023,02:38:21,OK,OK,00:02:04,00:02:04,0.0
MatNr2,2666,PrMod4,TSys54,AB-1CD-5,26.12.2023,03:01:26,OK,OK,00:01:27,00:01:27,0.0
MatNr2,2667,PrMod3,TSys54,AB-1CD-3,26.12.2023,03:22:33,angel_to_wide,Tolerance_violence,00:01:53,00:01:53,0.0
MatNr1,2668,PrMod2,TSys32,AB-2CD-0,26.12.2023,03:52:26,angel_to_wide,Tolerance_violence,00:02:05,00:02:05,0.0
MatNr2,2669,PrMod1,TSys32,AB-2CD-4,26.12.2023,04:16:54,OK,OK,00:02:06,00:02:06,0.0
MatNr3,2670,PrMod2,TSys54,AB-3CD-4,26.12.2023,04:40:41,OK,OK,00:01:56,00:01:56,0.0
MatNr3,2671,PrMod4,TSys27,AB-3CD-3,26.12.2023,05:03:03,OK,OK,00:02:06,00:02:06,0.0
MatNr3,2672,PrMod2,TSys32,AB-2CD-5,26.12.2023,05:27:56,OK,OK,00:01:41,00:01:41,0.0
MatNr1,2673,PrMod3,TSys32,AB-3CD-5,26.12.2023,05:52:16,OK,OK,00:01:40,00:01:40,0.0
MatNr3,2674,PrMod3,TSys32,AB-3CD-9,26.12.2023,06:15:03,OK,OK,00:02:19,00:02:19,0.0
MatNr2,2675,PrMod1,TSys32,AB-2CD-4,26.12.2023,06:38:53,OK,OK,00:01:38,00:01:38,0.0
MatNr2,2676,PrMod3,TSys27,AB-3CD-9,26.12.2023,07:02:00,OK,OK,00:01:46,00:01:46,0.0
MatNr1,2677,PrMod4,TSys54,AB-1CD-8,26.12.2023,07:24:54,angel_to_wide,Tolerance_violence,00:02:20,00:02:20,0.0
MatNr2,2678,PrMod4,TSys27,AB-2CD-9,26.12.2023,07:48:25,System_issue,System_error,00:01:43,00:01:43,-0.0
MatNr2,2678,PrMod4,TSys27,AB-2CD-9,26.12.2023,07:53:05,System_issue,System_error,00:01:08,00:01:08,-0.0
MatNr3,2679,PrMod4,TSys27,AB-3CD-5,26.12.2023,08:16:07,OK,OK,00:01:41,00:01:41,0.0
MatNr1,2680,PrMod1,TSys54,AB-1CD-8,26.12.2023,08:45:10,System_issue,System_error,00:01:44,00:01:44,0.0
MatNr3,2681,PrMod3,TSys54,AB-2CD-8,26.12.2023,09:05:36,System_issue,System_error,00:02:14,00:02:14,0.0
MatNr3,2682,PrMod4,TSys32,AB-1CD-4,26.12.2023,09:29:22,angel_to_wide,Tolerance_violence,00:02:00,00:02:00,-0.0
MatNr1,2683,PrMod4,TSys27,AB-3CD-1,26.12.2023,09:55:14,OK,OK,00:01:59,00:01:59,0.0
MatNr3,2684,PrMod2,TSys54,AB-1CD-1,26.12.2023,10:17:50,OK,OK,00:01:39,00:01:39,0.0
MatNr2,2685,PrMod2,TSys27,AB-2CD-7,26.12.2023,10:40:43,OK,OK,00:02:33,00:02:33,0.0
MatNr3,2686,PrMod3,TSys54,AB-3CD-1,26.12.2023,11:02:08,angel_to_wide,Tolerance_violence,00:02:08,00:02:08,0.0
MatNr1,2687,PrMod2,TSys32,AB-1CD-5,26.12.2023,11:25:02,OK,OK,00:02:10,00:02:10,0.0
MatNr3,2688,PrMod1,TSys32,AB-1CD-3,26.12.2023,11:48:37,OK,OK,00:02:14,00:02:14,0.0
MatNr3,2689,PrMod2,TSys27,AB-2CD-3,26.12.2023,12:12:10,OK,OK,00:02:19,00:02:19,0.0
MatNr1,2690,PrMod4,TSys32,AB-2CD-3,26.12.2023,12:34:33,angel_to_wide,Tolerance_violence,00:02:10,00:02:10,0.0
MatNr1,2691,PrMod1,TSys27,AB-1CD-3,26.12.2023,13:00:59,System_issue,System_error,00:01:46,00:01:46,0.0
MatNr2,2692,PrMod2,TSys32,AB-3CD-4,26.12.2023,13:23:15,OK,OK,00:01:53,00:01:53,0.0
MatNr3,2693,PrMod3,TSys27,AB-2CD-6,26.12.2023,13:42:26,OK,OK,00:01:34,00:01:34,0.0
MatNr3,2694,PrMod4,TSys27,AB-1CD-8,26.12.2023,14:04:09,OK,OK,00:01:59,00:01:59,0.0
MatNr3,2695,PrMod4,TSys54,AB-1CD-4,26.12.2023,14:26:04,OK,OK,00:01:10,00:01:10,0.0
MatNr1,2696,PrMod2,TSys32,AB-3CD-1,26.12.2023,14:48:27,Angel_to_low,Tolerance_violence,00:01:38,00:01:38,0.0
MatNr2,2697,PrMod1,TSys54,AB-2CD-0,26.12.2023,15:11:28,OK,OK,00:01:51,00:01:51,0.0
MatNr1,2698,PrMod4,TSys27,AB-3CD-7,26.12.2023,15:36:47,System_issue,System_error,00:01:46,00:01:46,0.0
MatNr1,2698,PrMod4,TSys27,AB-3CD-7,26.12.2023,15:42:07,System_issue,System_error,00:01:10,00:01:10,0.0
MatNr1,2699,PrMod3,TSys54,AB-2CD-8,26.12.2023,16:02:55,OK,OK,00:01:56,00:01:56,0.0
MatNr2,2700,PrMod3,TSys32,AB-1CD-0,26.12.2023,16:26:30,OK,OK,00:02:25,00:02:25,0.0
MatNr1,2701,PrMod1,TSys54,AB-3CD-3,26.12.2023,16:52:33,OK,OK,00:01:41,00:01:41,0.0
MatNr1,2702,PrMod4,TSys54,AB-2CD-9,26.12.2023,17:15:01,OK,OK,00:01:55,00:01:55,0.0
MatNr2,2703,PrMod3,TSys32,AB-1CD-5,26.12.2023,17:39:06,OK,OK,00:02:12,00:02:12,0.0
MatNr1,2704,PrMod2,TSys54,AB-1CD-8,26.12.2023,18:01:27,angel_to_wide,Tolerance_violence,00:02:08,00:02:08,0.0
MatNr2,2705,PrMod1,TSys27,AB-1CD-0,26.12.2023,18:26:52,OK,OK,00:02:18,00:02:18,0.0
MatNr3,2706,PrMod1,TSys27,AB-2CD-0,26.12.2023,18:52:01,OK,OK,00:01:45,00:01:45,0.0
MatNr2,2707,PrMod2,TSys27,AB-2CD-5,26.12.2023,19:15:53,OK,OK,00:01:32,00:01:32,0.0
MatNr2,2708,PrMod3,TSys54,AB-1CD-4,26.12.2023,19:42:09,OK,OK,00:01:39,00:01:39,0.0
