MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1
MatNr2,1659,PrMod1,TSys54,AB-2CD-2,11.09.2024,17:35:12,OK,OK,00:01:36,00:01:36
MatNr3,1660,PrMod3,TSys27,AB-3CD-7,11.09.2024,17:57:51,OK,OK,00:02:13,00:02:13
MatNr3,1661,PrMod4,TSys32,AB-3CD-2,11.09.2024,18:19:47,Angel_to_low,Tolerance_violence,00:01:40,00:01:40
MatNr3,1662,PrMod3,TSys32,AB-1CD-3,11.09.2024,18:43:33,OK,OK,00:02:22,00:02:22
MatNr3,1663,PrMod3,TSys32,AB-2CD-9,11.09.2024,19:08:48,OK,OK,00:02:04,00:02:04
MatNr3,1664,PrMod3,TSys27,AB-3CD-8,11.09.2024,19:34:47,OK,OK,00:02:12,00:02:12
MatNr3,1665,PrMod3,TSys54,AB-1CD-2,11.09.2024,19:59:56,OK,OK,00:01:48,00:01:48
MatNr2,1666,PrMod4,TSys54,AB-2CD-7,11.09.2024,20:23:38,OK,OK,00:02:30,00:02:30
MatNr1,1667,PrMod3,TSys54,AB-1CD-9,11.09.2024,20:50:37,OK,OK,00:01:39,00:01:39
MatNr2,1668,PrMod4,TSys54,AB-1CD-6,11.09.2024,21:15:19,OK,OK,00:01:48,00:01:48
MatNr2,1669,PrMod3,TSys54,AB-3CD-9,11.09.2024,21:42:19,OK,OK,00:01:21,00:01:21
MatNr1,1670,PrMod1,TSys32,AB-1CD-4,11.09.2024,22:09:56,OK,OK,00:01:54,00:01:54
MatNr1,1671,PrMod1,TSys27,AB-2CD-5,11.09.2024,22:33:01,OK,OK,00:02:44,00:02:44
MatNr1,1672,PrMod3,TSys54,AB-1CD-5,11.09.2024,22:57:20,OK,OK,00:02:20,00:02:20
MatNr1,1673,PrMod2,TSys32,AB-1CD-7,11.09.2024,23:21:39,OK,OK,00:01:42,00:01:42
MatNr1,1674,PrMod4,TSys32,AB-3CD-9,11.09.2024,23:46:10,OK,OK,00:02:33,00:02:33
MatNr3,1675,PrMod3,TSys54,AB-2CD-1,12.09.2024,00:11:12,OK,OK,00:01:31,00:01:31
MatNr2,1676,PrMod4,TSys54,AB-1CD-2,12.09.2024,00:33:39,temperature_to_high,Tolerance_violence,00:01:54,00:01:54
MatNr1,1677,PrMod4,TSys32,AB-1CD-9,12.09.2024,00:58:36,Angel_to_low,Tolerance_violence,00:02:13,00:02:13
MatNr1,1678,PrMod4,TSys27,AB-2CD-4,12.09.2024,01:29:09,System_issue,System_error,00:02:12,00:02:12
MatNr1,1679,PrMod2,TSys27,AB-3CD-1,12.09.2024,02:02:28,angel_to_wide,Tolerance_violence,00:01:46,00:01:46
MatNr1,1680,PrMod2,TSys27,AB-2CD-8,12.09.2024,02:23:47,OK,OK,00:02:10,00:02:10
MatNr3,1681,PrMod1,TSys27,AB-3CD-2,12.09.2024,02:48:22,OK,OK,00:01:49,00:01:49
MatNr1,1682,PrMod2,TSys27,AB-2CD-7,12.09.2024,03:09:10,OK,OK,00:01:58,00:01:58
MatNr3,1683,PrMod2,TSys54,AB-1CD-1,12.09.2024,03:33:45,angel_to_wide,Tolerance_violence,00:01:41,00:01:41
MatNr1,1684,PrMod3,TSys32,AB-1CD-6,12.09.2024,03:56:18,OK,OK,00:01:44,00:01:44
MatNr1,1685,PrMod2,TSys54,AB-1CD-1,12.09.2024,04:18:37,OK,OK,00:02:18,00:02:18
MatNr2,1686,PrMod3,TSys32,AB-3CD-0,12.09.2024,04:45:36,System_issue,System_error,00:01:56,00:01:56
MatNr1,1687,PrMod2,TSys32,AB-1CD-3,12.09.2024,05:08:22,OK,OK,00:01:42,00:01:42
MatNr1,1688,PrMod4,TSys27,AB-2CD-7,12.09.2024,05:32:37,angel_to_wide,Tolerance_violence,00:01:40,00:01:40
MatNr3,1689,PrMod1,TSys54,AB-1CD-3,12.09.2024,05:53:30,OK,OK,00:01:40,00:01:40
MatNr3,1690,PrMod4,TSys54,AB-2CD-1,12.09.2024,06:17:21,OK,OK,00:02:18,00:02:18
MatNr2,1691,PrMod3,TSys54,AB-1CD-3,12.09.2024,06:43:45,angel_to_wide,Tolerance_violence,00:02:09,00:02:09
MatNr2,1692,PrMod2,TSys54,AB-2CD-8,12.09.2024,07:05:58,temperature_to_high,Tolerance_violence,00:02:16,00:02:16
MatNr2,1693,PrMod1,TSys27,AB-3CD-4,12.09.2024,07:27:27,temperature_to_high,Tolerance_violence,00:01:51,00:01:51
MatNr3,1694,PrMod3,TSys54,AB-2CD-7,12.09.2024,07:49:24,OK,OK,00:02:13,00:02:13
MatNr1,1695,PrMod3,TSys54,AB-2CD-6,12.09.2024,08:12:14,OK,OK,00:01:59,00:01:59
MatNr3,1696,PrMod3,TSys32,AB-2CD-0,12.09.2024,08:36:46,OK,OK,00:01:44,00:01:44
MatNr2,1697,PrMod1,TSys54,AB-1CD-2,12.09.2024,08:56:58,Angel_to_low,Tolerance_violence,00:02:16,00:02:16
MatNr3,1698,PrMod1,TSys54,AB-1CD-6,12.09.2024,09:22:22,OK,OK,00:01:28,00:01:28
MatNr1,1699,PrMod2,TSys27,AB-1CD-4,12.09.2024,09:44:06,OK,OK,00:01:54,00:01:54
MatNr1,1700,PrMod1,TSys32,AB-2CD-2,12.09.2024,10:07:29,OK,OK,00:01:46,00:01:46
MatNr2,1701,PrMod1,TSys32,AB-1CD-6,12.09.2024,10:30:05,OK,OK,00:02:33,00:02:33
MatNr3,1702,PrMod4,TSys27,AB-2CD-9,12.09.2024,10:53:19,OK,OK,00:01:57,00:01:57
MatNr1,1703,PrMod3,TSys54,AB-1CD-8,12.09.2024,11:14:55,OK,OK,00:01:42,00:01:42
MatNr3,1704,PrMod3,TSys54,AB-2CD-6,12.09.2024,11:40:11,OK,OK,00:01:38,00:01:38
MatNr3,1705,PrMod2,TSys32,AB-3CD-3,12.09.2024,12:04:39,OK,OK,00:02:36,00:02:36
MatNr1,1706,PrMod3,TSys32,AB-2CD-3,12.09.2024,12:28:10,OK,OK,00:01:47,00:01:47
MatNr3,1707,PrMod3,TSys27,AB-3CD-7,12.09.2024,12:50:30,OK,OK,00:02:15,00:02:15
MatNr1,1708,PrMod1,TSys54,AB-1CD-7,12.09.2024,13:15:32,OK,OK,00:02:29,00:02:29
MatNr3,1709,PrMod4,TSys32,AB-1CD-1,12.09.2024,13:40:18,OK,OK,00:01:39,00:01:39
MatNr3,1710,PrMod1,TSys54,AB-3CD-2,12.09.2024,14:04:57,System_issue,System_error,00:01:52,00:01:52
MatNr2,1711,PrMod4,TSys27,AB-2CD-8,12.09.2024,14:29:27,OK,OK,00:01:38,00:01:38
MatNr3,1712,PrMod2,TSys54,AB-2CD-2,12.09.2024,14:54:41,OK,OK,00:01:56,00:01:56
MatNr1,1713,PrMod3,TSys54,AB-3CD-7,12.09.2024,15:16:42,OK,OK,00:02:10,00:02:10
MatNr2,1714,PrMod4,TSys54,AB-3CD-3,12.09.2024,15:41:22,OK,OK,00:01:34,00:01:34
MatNr1,1715,PrMod2,TSys27,AB-2CD-9,12.09.2024,16:04:08,OK,OK,00:02:08,00:02:08
MatNr3,1716,PrMod3,TSys32,AB-1CD-0,12.09.2024,16:27:28,OK,OK,00:01:48,00:01:48
MatNr3,1717,PrMod3,TSys27,AB-3CD-4,12.09.2024,16:47:42,OK,OK,00:02:01,00:02:01
MatNr1,1718,PrMod1,TSys27,AB-2CD-3,12.09.2024,17:11:14,OK,OK,00:02:04,00:02:04
MatNr2,1719,PrMod2,TSys32,AB-2CD-7,12.09.2024,17:32:44,angel_to_wide,Tolerance_violence,00:02:00,00:02:00
MatNr1,1720,PrMod3,TSys27,AB-3CD-1,12.09.2024,17:57:31,OK,OK,00:02:22,00:02:22
MatNr1,1721,PrMod2,TSys54,AB-3CD-9,12.09.2024,18:24:46,angel_to_wide,Tolerance_violence,00:02:07,00:02:07
MatNr1,1722,PrMod3,TSys32,AB-2CD-8,12.09.2024,18:46:16,Angel_to_low,Tolerance_violence,00:02:12,00:02:12
MatNr3,1723,PrMod1,TSys27,AB-1CD-4,12.09.2024,19:09:02,OK,OK,00:02:04,00:02:04
MatNr3,1724,PrMod2,TSys27,AB-1CD-3,12.09.2024,19:32:12,OK,OK,00:02:18,00:02:18
MatNr2,1725,PrMod4,TSys54,AB-3CD-8,12.09.2024,19:56:22,OK,OK,00:02:06,00:02:06
MatNr1,1726,PrMod1,TSys27,AB-2CD-6,12.09.2024,20:20:50,OK,OK,00:02:11,00:02:11
MatNr2,1727,PrMod4,TSys27,AB-1CD-3,12.09.2024,20:45:16,OK,OK,00:01:44,00:01:44
MatNr3,1728,PrMod3,TSys32,AB-2CD-2,12.09.2024,21:10:33,OK,OK,00:01:49,00:01:49
MatNr1,1729,PrMod3,TSys32,AB-2CD-8,12.09.2024,21:34:05,OK,OK,00:01:42,00:01:42
MatNr3,1730,PrMod1,TSys32,AB-3CD-5,12.09.2024,21:53:59,System_issue,System_error,00:02:11,00:02:11
MatNr1,1731,PrMod1,TSys27,AB-2CD-3,12.09.2024,22:18:28,System_issue,System_error,00:02:19,00:02:19
MatNr2,1732,PrMod3,TSys54,AB-2CD-9,12.09.2024,22:41:55,System_issue,System_error,00:01:51,00:01:51
MatNr1,1733,PrMod4,TSys54,AB-3CD-1,12.09.2024,23:04:07,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr2,1734,PrMod1,TSys54,AB-2CD-0,12.09.2024,23:25:53,OK,OK,00:01:37,00:01:37
MatNr2,1735,PrMod3,TSys32,AB-3CD-5,12.09.2024,23:48:57,OK,OK,00:02:10,00:02:10
MatNr2,1736,PrMod2,TSys32,AB-2CD-4,13.09.2024,00:11:26,OK,OK,00:02:17,00:02:17
MatNr2,1737,PrMod3,TSys32,AB-1CD-9,13.09.2024,00:33:59,OK,OK,00:01:08,00:01:08
MatNr1,1738,PrMod2,TSys27,AB-1CD-7,13.09.2024,00:58:45,OK,OK,00:01:32,00:01:32
MatNr2,1739,PrMod4,TSys54,AB-1CD-6,13.09.2024,01:23:28,angel_to_wide,Tolerance_violence,00:02:23,00:02:23
MatNr2,1740,PrMod2,TSys54,AB-3CD-7,13.09.2024,01:49:01,OK,OK,00:01:58,00:01:58
MatNr1,1741,PrMod3,TSys27,AB-3CD-5,13.09.2024,02:11:53,OK,OK,00:01:54,00:01:54
MatNr3,1742,PrMod1,TSys32,AB-1CD-0,13.09.2024,02:33:28,OK,OK,00:02:06,00:02:06
MatNr3,1743,PrMod1,TSys32,AB-1CD-1,13.09.2024,02:55:36,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr1,1744,PrMod3,TSys32,AB-1CD-3,13.09.2024,03:19:44,angel_to_wide,Tolerance_violence,00:01:48,00:01:48
MatNr3,1745,PrMod3,TSys54,AB-1CD-3,13.09.2024,03:43:06,angel_to_wide,Tolerance_violence,00:02:40,00:02:40
MatNr3,1746,PrMod1,TSys54,AB-1CD-7,13.09.2024,04:08:06,OK,OK,00:02:02,00:02:02
MatNr1,1747,PrMod4,TSys27,AB-3CD-5,13.09.2024,04:28:52,OK,OK,00:01:44,00:01:44
MatNr1,1748,PrMod1,TSys27,AB-1CD-2,13.09.2024,04:49:28,OK,OK,00:01:47,00:01:47
MatNr1,1749,PrMod2,TSys32,AB-2CD-1,13.09.2024,05:11:40,OK,OK,00:01:50,00:01:50
MatNr1,1750,PrMod4,TSys54,AB-1CD-0,13.09.2024,05:35:20,OK,OK,00:02:01,00:02:01
MatNr3,1751,PrMod3,TSys27,AB-1CD-5,13.09.2024,05:55:06,angel_to_wide,Tolerance_violence,00:02:45,00:02:45
MatNr3,1752,PrMod1,TSys32,AB-3CD-5,13.09.2024,06:20:32,temperature_to_high,Tolerance_violence,00:02:09,00:02:09
MatNr2,1753,PrMod3,TSys54,AB-2CD-5,13.09.2024,06:44:27,Angel_to_low,Tolerance_violence,00:02:13,00:02:13
MatNr1,1754,PrMod4,TSys27,AB-3CD-2,13.09.2024,07:09:39,OK,OK,00:02:02,00:02:02
MatNr1,1755,PrMod2,TSys32,AB-2CD-4,13.09.2024,07:32:48,OK,OK,00:02:26,00:02:26
MatNr2,1756,PrMod2,TSys27,AB-2CD-1,13.09.2024,07:56:16,OK,OK,00:02:13,00:02:13
MatNr1,1757,PrMod3,TSys32,AB-2CD-3,13.09.2024,08:20:39,Angel_to_low,Tolerance_violence,00:02:20,00:02:20
MatNr2,1758,PrMod3,TSys54,AB-3CD-2,13.09.2024,08:44:55,OK,OK,00:02:27,00:02:27
MatNr2,1759,PrMod3,TSys32,AB-2CD-2,13.09.2024,09:11:31,OK,OK,00:01:51,00:01:51
MatNr3,1760,PrMod3,TSys54,AB-3CD-6,13.09.2024,09:36:07,OK,OK,00:02:26,00:02:26
MatNr3,1761,PrMod1,TSys32,AB-3CD-5,13.09.2024,10:00:14,angel_to_wide,Tolerance_violence,00:02:09,00:02:09
MatNr2,1762,PrMod1,TSys54,AB-2CD-6,13.09.2024,10:21:53,OK,OK,00:01:26,00:01:26
MatNr2,1763,PrMod3,TSys27,AB-2CD-4,13.09.2024,10:45:59,temperature_to_high,Tolerance_violence,00:01:53,00:01:53
MatNr2,1764,PrMod3,TSys54,AB-3CD-4,13.09.2024,11:05:39,OK,OK,00:01:46,00:01:46
MatNr2,1765,PrMod3,TSys27,AB-3CD-9,13.09.2024,11:29:52,OK,OK,00:01:33,00:01:33
MatNr1,1766,PrMod4,TSys32,AB-2CD-5,13.09.2024,11:53:59,OK,OK,00:02:29,00:02:29
MatNr3,1767,PrMod1,TSys32,AB-3CD-1,13.09.2024,12:16:26,System_issue,System_error,00:01:39,00:01:39
MatNr2,1768,PrMod3,TSys54,AB-2CD-6,13.09.2024,12:41:24,OK,OK,00:02:17,00:02:17
MatNr1,1769,PrMod1,TSys27,AB-2CD-6,13.09.2024,13:03:21,angel_to_wide,Tolerance_violence,00:01:31,00:01:31
MatNr2,1770,PrMod2,TSys54,AB-3CD-2,13.09.2024,13:23:57,OK,OK,00:02:02,00:02:02
MatNr1,1771,PrMod2,TSys54,AB-3CD-8,13.09.2024,13:45:24,OK,OK,00:02:05,00:02:05
MatNr1,1772,PrMod2,TSys32,AB-2CD-7,13.09.2024,14:07:15,OK,OK,00:02:28,00:02:28
MatNr3,1773,PrMod4,TSys27,AB-2CD-5,13.09.2024,14:31:16,OK,OK,00:02:12,00:02:12
MatNr1,1774,PrMod1,TSys27,AB-2CD-0,13.09.2024,14:53:30,temperature_to_high,Tolerance_violence,00:01:58,00:01:58
MatNr3,1775,PrMod4,TSys32,AB-2CD-6,13.09.2024,15:18:17,OK,OK,00:01:53,00:01:53
MatNr3,1776,PrMod4,TSys54,AB-1CD-2,13.09.2024,15:45:16,Angel_to_low,Tolerance_violence,00:02:27,00:02:27
MatNr3,1777,PrMod1,TSys32,AB-3CD-9,13.09.2024,16:08:57,OK,OK,00:02:18,00:02:18
MatNr1,1778,PrMod2,TSys27,AB-2CD-1,13.09.2024,16:29:35,OK,OK,00:01:47,00:01:47
MatNr2,1779,PrMod2,TSys32,AB-1CD-8,13.09.2024,16:50:28,OK,OK,00:02:22,00:02:22
MatNr1,1780,PrMod1,TSys32,AB-2CD-7,13.09.2024,17:12:02,OK,OK,00:02:21,00:02:21
MatNr1,1781,PrMod4,TSys32,AB-2CD-4,13.09.2024,17:37:49,OK,OK,00:01:56,00:01:56
MatNr2,1782,PrMod1,TSys32,AB-3CD-3,13.09.2024,18:00:43,OK,OK,00:02:12,00:02:12
MatNr1,1783,PrMod1,TSys27,AB-1CD-8,13.09.2024,18:22:21,OK,OK,00:01:43,00:01:43
MatNr2,1784,PrMod2,TSys32,AB-2CD-0,13.09.2024,18:47:57,System_issue,System_error,00:02:01,00:02:01
MatNr2,1784,PrMod2,TSys32,AB-2CD-0,13.09.2024,18:52:56,System_issue,System_error,00:02:00,00:02:00
MatNr2,1785,PrMod1,TSys27,AB-2CD-9,13.09.2024,19:15:41,OK,OK,00:01:45,00:01:45
MatNr3,1786,PrMod4,TSys27,AB-2CD-0,13.09.2024,19:38:01,OK,OK,00:01:21,00:01:21
MatNr2,1787,PrMod4,TSys27,AB-1CD-0,13.09.2024,20:10:23,System_issue,System_error,00:01:33,00:01:33
MatNr1,1788,PrMod2,TSys32,AB-3CD-5,13.09.2024,20:31:08,OK,OK,00:02:13,00:02:13
MatNr2,1789,PrMod1,TSys54,AB-1CD-8,13.09.2024,20:52:30,OK,OK,00:01:51,00:01:51
MatNr1,1790,PrMod2,TSys27,AB-2CD-1,13.09.2024,21:15:39,OK,OK,00:02:21,00:02:21
MatNr2,1791,PrMod2,TSys32,AB-1CD-7,13.09.2024,21:37:54,OK,OK,00:01:47,00:01:47
MatNr3,1792,PrMod2,TSys27,AB-1CD-0,13.09.2024,21:56:48,OK,OK,00:02:47,00:02:47
MatNr3,1793,PrMod1,TSys54,AB-1CD-5,13.09.2024,22:18:41,OK,OK,00:01:45,00:01:45
MatNr2,1794,PrMod4,TSys54,AB-2CD-1,13.09.2024,22:40:41,angel_to_wide,Tolerance_violence,00:02:13,00:02:13
MatNr1,1795,PrMod1,TSys32,AB-1CD-4,13.09.2024,23:03:26,OK,OK,00:01:42,00:01:42
MatNr2,1796,PrMod4,TSys54,AB-1CD-3,13.09.2024,23:23:59,Angel_to_low,Tolerance_violence,00:01:58,00:01:58
MatNr1,1797,PrMod2,TSys32,AB-1CD-8,13.09.2024,23:53:17,angel_to_wide,Tolerance_violence,00:02:07,00:02:07
MatNr1,1798,PrMod1,TSys27,AB-3CD-5,14.09.2024,00:16:09,OK,OK,00:02:16,00:02:16
MatNr1,1799,PrMod4,TSys54,AB-2CD-9,14.09.2024,00:39:35,angel_to_wide,Tolerance_violence,00:02:04,00:02:04
MatNr2,1800,PrMod2,TSys27,AB-2CD-6,14.09.2024,01:02:20,System_issue,System_error,00:01:34,00:01:34
MatNr1,1801,PrMod3,TSys32,AB-3CD-9,14.09.2024,01:25:48,OK,OK,00:01:58,00:01:58
MatNr2,1802,PrMod1,TSys32,AB-2CD-5,14.09.2024,01:49:18,OK,OK,00:02:28,00:02:28
MatNr3,1803,PrMod3,TSys54,AB-3CD-5,14.09.2024,02:11:11,System_issue,System_error,00:02:09,00:02:09
MatNr3,1804,PrMod2,TSys27,AB-2CD-7,14.09.2024,02:35:53,angel_to_wide,Tolerance_violence,00:02:16,00:02:16
MatNr3,1805,PrMod4,TSys54,AB-1CD-2,14.09.2024,03:00:30,OK,OK,00:02:29,00:02:29
MatNr2,1806,PrMod1,TSys27,AB-2CD-0,14.09.2024,03:25:16,OK,OK,00:02:08,00:02:08
MatNr1,1807,PrMod4,TSys27,AB-3CD-1,14.09.2024,03:50:10,angel_to_wide,Tolerance_violence,00:02:24,00:02:24
MatNr2,1808,PrMod3,TSys32,AB-2CD-6,14.09.2024,04:17:17,System_issue,System_error,00:02:07,00:02:07
MatNr1,1809,PrMod1,TSys54,AB-1CD-0,14.09.2024,04:39:23,OK,OK,00:02:32,00:02:32
MatNr1,1810,PrMod4,TSys54,AB-2CD-1,14.09.2024,05:03:32,OK,OK,00:01:39,00:01:39
MatNr2,1811,PrMod3,TSys27,AB-3CD-1,14.09.2024,05:26:14,OK,OK,00:02:34,00:02:34
MatNr2,1812,PrMod4,TSys27,AB-1CD-7,14.09.2024,05:51:20,angel_to_wide,Tolerance_violence,00:01:47,00:01:47
MatNr2,1813,PrMod1,TSys54,AB-1CD-2,14.09.2024,06:13:06,OK,OK,00:01:37,00:01:37
MatNr3,1814,PrMod1,TSys32,AB-2CD-0,14.09.2024,06:34:26,angel_to_wide,Tolerance_violence,00:02:25,00:02:25
MatNr3,1815,PrMod4,TSys27,AB-3CD-3,14.09.2024,06:58:02,OK,OK,00:01:46,00:01:46
MatNr1,1816,PrMod2,TSys32,AB-2CD-5,14.09.2024,07:19:58,OK,OK,00:01:39,00:01:39
MatNr2,1817,PrMod1,TSys32,AB-2CD-8,14.09.2024,07:41:27,OK,OK,00:01:40,00:01:40
MatNr1,1818,PrMod1,TSys32,AB-2CD-1,14.09.2024,08:05:19,OK,OK,00:02:13,00:02:13
MatNr1,1819,PrMod2,TSys27,AB-1CD-8,14.09.2024,08:24:41,OK,OK,00:02:23,00:02:23
MatNr3,1820,PrMod1,TSys27,AB-3CD-2,14.09.2024,08:46:45,OK,OK,00:02:47,00:02:47
MatNr1,1821,PrMod1,TSys32,AB-1CD-9,14.09.2024,09:10:31,System_issue,System_error,00:02:18,00:02:18
MatNr3,1822,PrMod4,TSys32,AB-1CD-0,14.09.2024,09:33:58,OK,OK,00:01:53,00:01:53
MatNr3,1823,PrMod2,TSys27,AB-1CD-1,14.09.2024,09:56:10,OK,OK,00:01:48,00:01:48
MatNr1,1824,PrMod2,TSys54,AB-2CD-4,14.09.2024,10:19:01,OK,OK,00:02:09,00:02:09
MatNr3,1825,PrMod3,TSys27,AB-3CD-0,14.09.2024,10:41:09,OK,OK,00:01:50,00:01:50
MatNr1,1826,PrMod2,TSys32,AB-3CD-5,14.09.2024,11:04:28,System_issue,System_error,00:02:19,00:02:19
MatNr3,1827,PrMod1,TSys54,AB-2CD-6,14.09.2024,11:27:20,OK,OK,00:01:37,00:01:37
MatNr1,1828,PrMod2,TSys32,AB-2CD-5,14.09.2024,11:49:30,angel_to_wide,Tolerance_violence,00:01:42,00:01:42
MatNr1,1829,PrMod1,TSys27,AB-2CD-4,14.09.2024,12:11:37,angel_to_wide,Tolerance_violence,00:02:01,00:02:01
MatNr2,1830,PrMod1,TSys27,AB-1CD-5,14.09.2024,12:35:15,OK,OK,00:01:57,00:01:57
MatNr1,1831,PrMod1,TSys32,AB-3CD-5,14.09.2024,12:54:49,OK,OK,00:01:58,00:01:58
MatNr2,1832,PrMod3,TSys27,AB-1CD-1,14.09.2024,13:17:38,OK,OK,00:01:37,00:01:37
MatNr1,1833,PrMod4,TSys32,AB-3CD-7,14.09.2024,13:38:26,OK,OK,00:02:01,00:02:01
MatNr3,1834,PrMod3,TSys32,AB-2CD-6,14.09.2024,14:00:50,System_issue,System_error,00:01:55,00:01:55
MatNr3,1835,PrMod2,TSys32,AB-3CD-7,14.09.2024,14:25:23,OK,OK,00:01:41,00:01:41
MatNr2,1836,PrMod1,TSys27,AB-1CD-8,14.09.2024,14:46:11,System_issue,System_error,00:01:47,00:01:47
MatNr3,1837,PrMod1,TSys32,AB-2CD-1,14.09.2024,15:08:14,OK,OK,00:01:41,00:01:41
MatNr2,1838,PrMod1,TSys54,AB-2CD-7,14.09.2024,15:29:09,angel_to_wide,Tolerance_violence,00:02:04,00:02:04
MatNr3,1839,PrMod1,TSys32,AB-3CD-2,14.09.2024,15:49:46,angel_to_wide,Tolerance_violence,00:01:53,00:01:53
MatNr2,1840,PrMod2,TSys32,AB-1CD-6,14.09.2024,16:15:15,OK,OK,00:01:41,00:01:41
MatNr2,1841,PrMod1,TSys32,AB-1CD-5,14.09.2024,16:35:39,OK,OK,00:02:04,00:02:04
MatNr1,1842,PrMod2,TSys32,AB-2CD-5,14.09.2024,16:59:15,angel_to_wide,Tolerance_violence,00:01:31,00:01:31
MatNr3,1843,PrMod2,TSys32,AB-2CD-1,14.09.2024,17:22:19,OK,OK,00:01:48,00:01:48
MatNr3,1844,PrMod4,TSys27,AB-1CD-1,14.09.2024,17:45:40,OK,OK,00:01:55,00:01:55
MatNr3,1845,PrMod3,TSys54,AB-3CD-0,14.09.2024,18:10:30,OK,OK,00:01:46,00:01:46
MatNr2,1846,PrMod3,TSys32,AB-1CD-2,14.09.2024,18:34:59,OK,OK,00:02:06,00:02:06
MatNr3,1847,PrMod2,TSys32,AB-3CD-5,14.09.2024,18:58:39,System_issue,System_error,00:01:59,00:01:59
MatNr2,1848,PrMod4,TSys54,AB-2CD-8,14.09.2024,19:26:17,angel_to_wide,Tolerance_violence,00:02:15,00:02:15
MatNr1,1849,PrMod4,TSys54,AB-1CD-1,14.09.2024,19:46:25,System_issue,System_error,00:02:14,00:02:14
MatNr1,1849,PrMod4,TSys54,AB-1CD-1,14.09.2024,19:52:05,System_issue,System_error,00:02:04,00:02:04
MatNr3,1850,PrMod1,TSys32,AB-2CD-2,14.09.2024,20:23:06,System_issue,System_error,00:02:00,00:02:00
MatNr3,1851,PrMod3,TSys27,AB-2CD-3,14.09.2024,20:48:26,OK,OK,00:01:47,00:01:47
MatNr3,1852,PrMod1,TSys27,AB-1CD-1,14.09.2024,21:13:46,OK,OK,00:01:35,00:01:35
MatNr1,1853,PrMod3,TSys54,AB-1CD-8,14.09.2024,21:39:16,OK,OK,00:02:25,00:02:25
MatNr1,1854,PrMod4,TSys27,AB-2CD-2,14.09.2024,22:05:35,OK,OK,00:02:26,00:02:26
MatNr3,1855,PrMod3,TSys27,AB-3CD-2,14.09.2024,22:30:19,OK,OK,00:01:55,00:01:55
MatNr2,1856,PrMod1,TSys27,AB-1CD-5,14.09.2024,22:55:35,Angel_to_low,Tolerance_violence,00:02:18,00:02:18
MatNr1,1857,PrMod1,TSys54,AB-1CD-2,14.09.2024,23:17:48,OK,OK,00:01:52,00:01:52
MatNr1,1858,PrMod3,TSys27,AB-1CD-8,14.09.2024,23:44:38,Angel_to_low,Tolerance_violence,00:02:01,00:02:01
MatNr2,1859,PrMod1,TSys54,AB-3CD-2,15.09.2024,00:09:02,OK,OK,00:01:56,00:01:56
MatNr3,1860,PrMod2,TSys54,AB-3CD-6,15.09.2024,00:31:16,OK,OK,00:01:27,00:01:27
MatNr2,1861,PrMod1,TSys32,AB-1CD-2,15.09.2024,00:54:35,OK,OK,00:02:01,00:02:01
MatNr1,1862,PrMod1,TSys54,AB-3CD-6,15.09.2024,01:17:56,angel_to_wide,Tolerance_violence,00:01:27,00:01:27
MatNr1,1863,PrMod3,TSys27,AB-2CD-8,15.09.2024,01:39:40,OK,OK,00:01:56,00:01:56
MatNr3,1864,PrMod3,TSys32,AB-1CD-6,15.09.2024,02:02:45,OK,OK,00:01:38,00:01:38
MatNr1,1865,PrMod2,TSys32,AB-1CD-9,15.09.2024,02:27:11,System_issue,System_error,00:01:58,00:01:58
MatNr2,1866,PrMod3,TSys27,AB-3CD-3,15.09.2024,02:50:50,Angel_to_low,Tolerance_violence,00:01:01,00:01:01
MatNr2,1867,PrMod2,TSys54,AB-1CD-0,15.09.2024,03:12:47,OK,OK,00:01:31,00:01:31
MatNr1,1868,PrMod1,TSys54,AB-2CD-6,15.09.2024,03:39:51,OK,OK,00:02:11,00:02:11
MatNr3,1869,PrMod1,TSys54,AB-1CD-0,15.09.2024,03:59:36,OK,OK,00:02:00,00:02:00
MatNr1,1870,PrMod1,TSys32,AB-3CD-0,15.09.2024,04:28:59,angel_to_wide,Tolerance_violence,00:01:44,00:01:44
MatNr2,1871,PrMod3,TSys32,AB-1CD-0,15.09.2024,04:51:11,OK,OK,00:02:12,00:02:12
MatNr1,1872,PrMod3,TSys54,AB-1CD-5,15.09.2024,05:16:26,OK,OK,00:01:35,00:01:35
MatNr2,1873,PrMod3,TSys32,AB-3CD-8,15.09.2024,05:39:10,angel_to_wide,Tolerance_violence,00:02:21,00:02:21
MatNr2,1874,PrMod2,TSys32,AB-3CD-5,15.09.2024,06:02:20,OK,OK,00:01:58,00:01:58
MatNr2,1875,PrMod1,TSys54,AB-1CD-3,15.09.2024,06:26:26,OK,OK,00:02:00,00:02:00
MatNr2,1876,PrMod3,TSys32,AB-3CD-4,15.09.2024,06:47:52,OK,OK,00:02:16,00:02:16
MatNr2,1877,PrMod2,TSys32,AB-2CD-2,15.09.2024,07:11:16,OK,OK,00:01:53,00:01:53
MatNr1,1878,PrMod1,TSys32,AB-3CD-9,15.09.2024,07:34:52,OK,OK,00:01:54,00:01:54
